Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
inversion|0.000104868612506,parser|0.000104751695022,requested|5.35515395539e-05,supplementary|0.000109482671287,informational|0.000101888098055,surround|9.38824945372e-05,lift|3.8412898779e-05,music|1.65738867469e-05,pixel-based|5.01536241832e-05,elaborate|0.000123352167456,premise|4.45215146255e-05,spaced|0.000113113566787,communicate|9.77834786116e-06,unles|7.44712384006e-05,gaus|2.8117314975e-05,microstructure|0.000113430080167,greyscale|0.000104019379702,sr|0.000120861943721,film|7.9147670378e-05,chip|0.000100535984169
low-end|0.000104868612506,picking|0.000104751695022,maliciou|5.35515395539e-05,deduced|0.000109482671287,occupied|0.000101888098055,mutation|9.38824945372e-05,iso-surfacing|3.84128987788e-05,physic|1.65738867465e-05,voxel-based|5.01536241831e-05,visit|0.000123352167456,digitally|4.45215146255e-05,fair|0.000113113566787,mechanism|9.77834785734e-06,windowing|7.44712384005e-05,tukey|2.81173149749e-05,tangential|0.000113430080167,awkward|0.000104019379702,juxtaposing|0.000120861943721,restructuring|7.91476703779e-05,subdividing|0.000100535984169
carry|0.000104868612506,obscured|0.000104751695022,cut-away|5.35515395538e-05,sail|0.000109482671287,mixed|0.000101888098055,separately|9.38824945371e-05,winter|3.84128987788e-05,plu|1.65738867439e-05,combinatoric|5.01536241831e-05,simplistic|0.000123352167456,economist|4.45215146254e-05,sonification|0.000113113566787,uncompressed|9.77834785117e-06,voxelization|7.44712384005e-05,bank|2.8117314974e-05,intent|0.000113430080167,run-time|0.000104019379702,tried|0.000120861943721,inviting|7.91476703779e-05,9|0.000100535984168
mb|0.000104868612506,world-wide|0.000104751695022,intraoperative|5.35515395538e-05,exponential|0.000109482671287,inter-disciplinary|0.000101888098055,component-based|9.38824945371e-05,wake|3.84128987788e-05,estimating|1.65738867432e-05,fulfilling|5.01536241831e-05,32|0.000123352167456,structure-aware|4.45215146252e-05,plug-in|0.000113113566787,succinct|9.77834784673e-06,undergoing|7.44712384005e-05,sparsely|2.81173149737e-05,end-user|0.000113430080167,angular|0.000104019379702,sectional|0.000120861943721,harness|7.91476703779e-05,intraoperative|0.000100535984168
72|0.000104868612506,smoothly|0.000104751695022,low-pas|5.35515395538e-05,inter-disciplinary|0.000109482671287,advent|0.000101888098055,pivotal|9.38824945371e-05,maintenance|3.84128987785e-05,directory|1.65738867417e-05,quadtree|5.0153624183e-05,inspection|0.000123352167456,leaping|4.45215146244e-05,subdividing|0.000113113566787,simulator|9.77834784523e-06,beneath|7.44712384005e-05,pathology|2.81173149718e-05,tone|0.000113430080167,pexel|0.000104019379702,month|0.000120861943721,demand-driven|7.91476703778e-05,consisted|0.000100535984168
illuminated|0.000104868612506,pop|0.000104751695022,polyp|5.35515395537e-05,bit-stream|0.000109482671287,hand-position-sensitive|0.000101888098055,going|9.38824945371e-05,disc|3.84128987784e-05,cartogram|1.65738867412e-05,coarse-to-fine|5.0153624183e-05,adapting|0.000123352167456,datamap|4.45215146242e-05,navigated|0.000113113566787,scene|9.77834784498e-06,controller|7.44712384004e-05,care|2.81173149717e-05,normally|0.000113430080167,speeding|0.000104019379701,isotropic|0.000120861943721,divide|7.91476703778e-05,door|0.000100535984168
progressively|0.000104868612506,silicon|0.000104751695021,periodic|5.35515395537e-05,broader|0.000109482671287,widely-used|0.000101888098055,immersion|9.38824945371e-05,visage|3.84128987781e-05,frame-to-frame|1.65738867399e-05,sustainability|5.01536241829e-05,contemporary|0.000123352167456,multigrid|4.45215146242e-05,assembling|0.000113113566787,recording|9.77834784342e-06,crt|7.44712384004e-05,watson|2.81173149714e-05,oceanic|0.000113430080167,plotted|0.000104019379701,solved|0.000120861943721,dataspace|7.91476703777e-05,alamo|0.000100535984168
perturbed|0.000104868612506,non-invasive|0.000104751695021,waste|5.35515395537e-05,mexico|0.000109482671287,fabricated|0.000101888098055,peculiar|9.3882494537e-05,redundancy|3.8412898778e-05,sound|1.65738867387e-05,gravity|5.01536241828e-05,season|0.000123352167456,sort-last|4.45215146238e-05,high-fidelity|0.000113113566787,priority|9.77834784047e-06,hypercube|7.44712384004e-05,economic|2.8117314971e-05,solar|0.000113430080167,reproduce|0.000104019379701,installation|0.000120861943721,accompanying|7.91476703777e-05,30|0.000100535984168
liver|0.000104868612506,resultant|0.000104751695021,topographic|5.35515395537e-05,affecting|0.000109482671287,dissimilarity|0.000101888098055,compiled|9.3882494537e-05,disambiguate|3.84128987779e-05,well-defined|1.65738867373e-05,haze|5.01536241827e-05,output-sensitive|0.000123352167456,sample-based|4.45215146237e-05,exceedingly|0.000113113566787,dot|9.77834782822e-06,aeronautic|7.44712384003e-05,technically|2.811731497e-05,largely|0.000113430080167,stiffness|0.000104019379701,wherever|0.000120861943721,fine-grained|7.91476703777e-05,negligible|0.000100535984168
set'|0.000104868612505,exterior|0.000104751695021,symbol|5.35515395537e-05,non-visual|0.000109482671287,alarm|0.000101888098055,priority|9.3882494537e-05,pc-mrus|3.84128987779e-05,casting|1.65738867372e-05,fish|5.01536241823e-05,assisting|0.000123352167456,kesm|4.45215146237e-05,surgeon|0.000113113566787,intraoperative|9.77834782551e-06,structure-based|7.44712384003e-05,referenced|2.81173149686e-05,volume-rendering|0.000113430080167,interoperability|0.000104019379701,perfect|0.000120861943721,physician|7.91476703777e-05,mr|0.000100535984168
angiography|0.000104868612505,massively|0.000104751695021,1996|5.35515395536e-05,public-domain|0.000109482671287,outlook|0.000101888098055,mock-up|9.3882494537e-05,haze|3.84128987778e-05,bu|1.65738867369e-05,arterial|5.01536241823e-05,labeling|0.000123352167456,paid|4.45215146231e-05,predicted|0.000113113566787,motivation|9.7783478226e-06,undergraduate|7.44712384003e-05,annual|2.81173149681e-05,bit-stream|0.000113430080167,circulation|0.000104019379701,reliable|0.000120861943721,pervasive|7.91476703777e-05,distance-weighted|0.000100535984168
dose|0.000104868612505,convoluted|0.000104751695021,inexpensive|5.35515395536e-05,low-pas|0.000109482671287,fix|0.000101888098054,speeding|9.3882494537e-05,appeared|3.84128987778e-05,anticipated|1.65738867367e-05,seafloor|5.01536241822e-05,laid|0.000123352167456,indispensable|4.45215146229e-05,exponential|0.000113113566787,plotted|9.77834782094e-06,quantifying|7.44712384002e-05,minichallenge|2.81173149671e-05,glove|0.000113430080167,consequent|0.000104019379701,sky|0.000120861943721,abnormal|7.91476703776e-05,least-square|0.000100535984168
resultant|0.000104868612505,axial|0.000104751695021,painted|5.35515395536e-05,literally|0.000109482671287,benchmarking|0.000101888098054,navigated|9.3882494537e-05,cone|3.84128987776e-05,focus|1.65738867364e-05,plume|5.01536241818e-05,obstacle|0.000123352167456,lic|4.45215146228e-05,two-step|0.000113113566787,precision|9.77834781855e-06,aggregating|7.44712384002e-05,thermal|2.81173149667e-05,offered|0.000113430080167,laser|0.000104019379701,descriptive|0.000120861943721,interfere|7.91476703776e-05,selector|0.000100535984168
bit-stream|0.000104868612505,passing|0.000104751695021,sliced|5.35515395536e-05,marker|0.000109482671287,entirety|0.000101888098054,greyscale|9.38824945369e-05,submitted|3.84128987776e-05,rear|1.65738867357e-05,monochromatic|5.01536241817e-05,satisfy|0.000123352167456,cumulu|4.45215146228e-05,assistant|0.000113113566787,thoma|9.77834781749e-06,user-friendly|7.44712384002e-05,texturing|2.81173149642e-05,hydraulic|0.000113430080167,individually|0.000104019379701,alamo|0.000120861943721,spoken|7.91476703775e-05,vga|0.000100535984168
“visual|0.000104868612505,wood|0.000104751695021,constrain|5.35515395535e-05,repairing|0.000109482671287,six-degree-of-freedom|0.000101888098054,operate|9.38824945369e-05,elevation|3.84128987775e-05,yield|1.65738867351e-05,cone|5.01536241817e-05,sr|0.000123352167456,constraining|4.45215146228e-05,gbyte|0.000113113566787,analytically|9.77834781697e-06,low-pas|7.44712384001e-05,lose|2.81173149624e-05,breakdown|0.000113430080167,lift|0.000104019379701,1995|0.000120861943721,spatialization|7.91476703775e-05,narrow|0.000100535984168
laboratory|0.000104868612505,consequent|0.000104751695021,non-standard|5.35515395535e-05,yielded|0.000109482671287,entrainment|0.000101888098054,referenced|9.38824945369e-05,programmer|3.84128987775e-05,two-step|1.65738867349e-05,county-level|5.01536241816e-05,bleeding|0.000123352167456,pan-and-zoom|4.45215146227e-05,binning|0.000113113566787,m|9.77834781655e-06,scanning|7.44712384e-05,fairly|2.81173149619e-05,meaningfulnes|0.000113430080167,alaska|0.000104019379701,documented|0.000120861943721,suppres|7.91476703774e-05,definite|0.000100535984168
consecutive|0.000104868612505,inferior|0.000104751695021,click|5.35515395535e-05,on-going|0.000109482671287,creator|0.000101888098054,data-flow|9.38824945369e-05,digraph|3.84128987775e-05,java|1.65738867305e-05,invited|5.01536241816e-05,obviou|0.000123352167456,chromatic|4.45215146224e-05,clay|0.000113113566787,navigation|9.77834781584e-06,budget|7.44712383999e-05,idealized|2.81173149608e-05,prominent|0.000113430080167,country|0.000104019379701,contraction|0.000120861943721,occlude|7.91476703774e-05,spaced|0.000100535984168
reusable|0.000104868612505,healthy|0.000104751695021,saved|5.35515395535e-05,row|0.000109482671287,bring|0.000101888098054,hand-position-sensitive|9.38824945369e-05,watershed|3.84128987774e-05,feature-space|1.65738867305e-05,accounting|5.01536241812e-05,context-sensitive|0.000123352167456,pathline|4.45215146222e-05,solar|0.000113113566787,reconfigurable|9.77834781447e-06,inward|7.44712383997e-05,dissemination|2.81173149599e-05,non-standard|0.000113430080167,essentially|0.000104019379701,non-invasive|0.000120861943721,cut-away|7.91476703774e-05,warm|0.000100535984168
fish-eye|0.000104868612505,input/output|0.000104751695021,cooperation|5.35515395535e-05,pollutant|0.000109482671287,eeg|0.000101888098054,high-degree|9.38824945369e-05,old|3.8412898777e-05,threshold|1.65738867298e-05,presently|5.0153624181e-05,evenly|0.000123352167456,avoidance|4.45215146222e-05,separating|0.000113113566787,amplitude|9.77834781414e-06,deploying|7.44712383997e-05,specialized|2.81173149597e-05,duplicate|0.000113430080167,positron|0.000104019379701,identical|0.000120861943721,informing|7.91476703774e-05,randomly|0.000100535984168
bisection|0.000104868612505,nearest|0.000104751695021,skeletonization|5.35515395535e-05,linux|0.000109482671287,philosophy|0.000101888098054,localized|9.38824945369e-05,erroneou|3.84128987769e-05,interpolating|1.65738867237e-05,tracer|5.0153624181e-05,highest|0.000123352167455,smoothnes|4.45215146216e-05,repeatedly|0.000113113566787,overwhelming|9.77834781254e-06,chemist|7.44712383997e-05,reynold|2.81173149595e-05,on-going|0.000113430080167,near-real-time|0.000104019379701,aneurysm|0.000120861943721,happen|7.91476703772e-05,binning|0.000100535984168
occluding|0.000104868612505,dealt|0.000104751695021,possess|5.35515395535e-05,san|0.000109482671287,resultant|0.000101888098054,orthographic|9.38824945368e-05,lic|3.84128987769e-05,ca|1.65738867231e-05,inductive|5.0153624181e-05,forecast|0.000123352167455,locating|4.45215146215e-05,rational|0.000113113566787,climate|9.77834781041e-06,rotate|7.44712383997e-05,archaeologist|2.81173149594e-05,completed|0.000113430080167,priority|0.000104019379701,rigorou|0.00012086194372,painted|7.91476703771e-05,driver|0.000100535984168
relieve|0.000104868612505,rgb|0.000104751695021,floating|5.35515395535e-05,poisson|0.000109482671287,grid-based|0.000101888098054,incidence|9.38824945368e-05,chd|3.84128987768e-05,roam|1.65738867227e-05,trading|5.01536241808e-05,versatility|0.000123352167455,nine|4.45215146214e-05,microstructure|0.000113113566787,set-typed|9.77834780947e-06,diamond|7.44712383997e-05,scripting|2.81173149592e-05,binning|0.000113430080167,comprehensively|0.000104019379701,exposure|0.00012086194372,assistance|7.91476703771e-05,circle|0.000100535984168
rejection|0.000104868612505,delay|0.000104751695021,6|5.35515395535e-05,1995|0.000109482671287,evenly|0.000101888098054,sky|9.38824945368e-05,publish|3.84128987767e-05,elastic|1.65738867226e-05,ivory|5.01536241808e-05,newly|0.000123352167455,speech|4.45215146213e-05,rotational|0.000113113566787,moderate|9.7783478083e-06,non-standard|7.44712383996e-05,indirect|2.81173149591e-05,data-flow|0.000113430080167,bed|0.000104019379701,skipping|0.00012086194372,intersected|7.91476703771e-05,firstly|0.000100535984168
volume-rendering|0.000104868612505,avoiding|0.000104751695021,crack-free|5.35515395535e-05,forecast|0.000109482671287,slab|0.000101888098054,dealt|9.38824945368e-05,dilemma|3.84128987766e-05,rain|1.65738867202e-05,gigabyte|5.01536241807e-05,colleague|0.000123352167455,accelerator|4.45215146212e-05,precursor|0.000113113566787,road|9.77834780558e-06,influencing|7.44712383996e-05,ancient|2.81173149591e-05,maxima|0.000113430080167,aggregating|0.000104019379701,blurred|0.00012086194372,shared-memory|7.9147670377e-05,manifest|0.000100535984168
gridfit|0.000104868612505,sail|0.000104751695021,coarse-grained|5.35515395535e-05,separately|0.000109482671287,dataspace|0.000101888098054,male|9.38824945367e-05,relieve|3.84128987766e-05,incurred|1.65738867166e-05,inadequate|5.01536241806e-05,assignment|0.000123352167455,impose|4.45215146212e-05,calculate|0.000113113566787,verification|9.77834780339e-06,megapixel|7.44712383996e-05,akin|2.8117314958e-05,let|0.000113430080167,instrumentation|0.000104019379701,hexahedral|0.00012086194372,pool|7.9147670377e-05,telescope|0.000100535984168
identical|0.000104868612505,frustum|0.000104751695021,drastic|5.35515395535e-05,perpendicular|0.000109482671287,offered|0.000101888098054,poorer|9.38824945366e-05,road|3.84128987766e-05,array|1.65738867157e-05,underwater|5.01536241806e-05,reach|0.000123352167455,critique|4.45215146212e-05,repeating|0.000113113566787,diversity|9.77834779787e-06,rotating|7.44712383995e-05,regularity|2.81173149572e-05,embed|0.000113430080167,component-based|0.000104019379701,revealing|0.00012086194372,tournament|7.91476703769e-05,removal|0.000100535984168
surfacing|0.000104868612505,ultimate|0.000104751695021,stall|5.35515395535e-05,context-sensitive|0.000109482671287,dramatically|0.000101888098054,uncompressed|9.38824945366e-05,definite|3.84128987765e-05,assumed|1.65738867142e-05,intensive|5.01536241802e-05,spectrum|0.000123352167455,thing|4.45215146211e-05,procedural|0.000113113566787,higher-dimensional|9.77834779537e-06,ave|7.44712383995e-05,undergraduate|2.81173149559e-05,six-degree-of-freedom|0.000113430080167,grouped|0.000104019379701,uncluttered|0.00012086194372,pexel|7.91476703769e-05,rotate|0.000100535984168
multiplication|0.000104868612505,ecological|0.000104751695021,tournament|5.35515395534e-05,kohonen|0.000109482671287,superiority|0.000101888098054,masked|9.38824945366e-05,clearer|3.84128987764e-05,clean|1.65738867121e-05,minimum|5.01536241802e-05,mexico|0.000123352167455,plume|4.4521514621e-05,mve|0.000113113566787,ignore|9.77834779441e-06,uploaded|7.44712383995e-05,analogou|2.81173149554e-05,context-sensitive|0.000113430080166,ave|0.000104019379701,considerably|0.00012086194372,intertwined|7.91476703768e-05,boid|0.000100535984168
duplicate|0.000104868612505,isocontouring|0.000104751695021,minima|5.35515395533e-05,europe|0.000109482671287,recognize|0.000101888098054,non-rigid|9.38824945366e-05,contradicting|3.84128987762e-05,bridge|1.65738867112e-05,fruitful|5.015362418e-05,gridded|0.000123352167455,subproblem|4.45215146207e-05,nesting|0.000113113566786,off-line|9.77834779113e-06,shell|7.44712383995e-05,clean|2.81173149548e-05,parser|0.000113430080166,pivotal|0.000104019379701,tetrahedralization|0.00012086194372,correction|7.91476703768e-05,arithmetic|0.000100535984168
delaunay|0.000104868612505,algorithmically|0.000104751695021,tandem|5.35515395533e-05,laid|0.000109482671287,script|0.000101888098054,non-visual|9.38824945366e-05,predicate|3.84128987762e-05,processed|1.65738867093e-05,cosmology|5.015362418e-05,semiology|0.000123352167455,angiography|4.45215146207e-05,intention|0.000113113566786,teach|9.77834778975e-06,rdt|7.44712383995e-05,riemann|2.81173149544e-05,sail|0.000113430080166,say|0.000104019379701,unimportant|0.00012086194372,arrange|7.91476703768e-05,non-specialist|0.000100535984168
keeping|0.000104868612505,laid|0.000104751695021,majority|5.35515395533e-05,concurrent|0.000109482671287,holistic|0.000101888098054,graceful|9.38824945366e-05,anomalou|3.84128987762e-05,prove|1.65738867088e-05,detail-in-context|5.01536241798e-05,polar|0.000123352167455,compressing|4.45215146206e-05,asynchronously|0.000113113566786,stock|9.77834778904e-06,driver|7.44712383995e-05,valve|2.81173149541e-05,in-house|0.000113430080166,supersonic|0.000104019379701,radiology|0.00012086194372,portable|7.91476703768e-05,state-of-the|0.000100535984168
plu|0.000104868612505,knowing|0.000104751695021,quirk|5.35515395533e-05,illuminated|0.000109482671287,main-memory|0.000101888098054,higher-level|9.38824945365e-05,4-d|3.84128987761e-05,2nd-order|1.65738867084e-05,falling|5.01536241798e-05,gathering|0.000123352167455,shortly|4.45215146206e-05,invisible|0.000113113566786,loop|9.77834778871e-06,child|7.44712383995e-05,gateway|2.81173149539e-05,rule-based|0.000113430080166,verification|0.000104019379701,rational|0.00012086194372,gouraud|7.91476703767e-05,entirety|0.000100535984167
multi-pas|0.000104868612505,struggle|0.000104751695021,muon|5.35515395533e-05,thread|0.000109482671287,marker|0.000101888098054,rotational|9.38824945365e-05,dataflow|3.8412898776e-05,executed|1.65738867084e-05,seabed|5.01536241796e-05,sentence|0.000123352167455,preview|4.45215146204e-05,circulation|0.000113113566786,atmosphere|9.77834778861e-06,native|7.44712383994e-05,eight|2.81173149536e-05,usable|0.000113430080166,mock-up|0.000104019379701,displacement|0.00012086194372,algorithm'|7.91476703766e-05,motivating|0.000100535984167
proportional|0.000104868612505,adjusting|0.000104751695021,admit|5.35515395532e-05,alamo|0.000109482671287,surgical|0.000101888098054,manipulable|9.38824945365e-05,ideally|3.84128987759e-05,healthy|1.65738867083e-05,distinguishable|5.01536241795e-05,occluding|0.000123352167455,meeting|4.45215146203e-05,strictly|0.000113113566786,incorrect|9.77834778547e-06,overcoming|7.44712383994e-05,alway|2.8117314953e-05,nesting|0.000113430080166,obstacle|0.000104019379701,illuminate|0.00012086194372,completed|7.91476703765e-05,order-of-magnitude|0.000100535984167
devoted|0.000104868612505,alaska|0.00010475169502,island|5.35515395532e-05,topographical|0.000109482671287,consequent|0.000101888098054,regime|9.38824945364e-05,noticeable|3.84128987758e-05,real-valued|1.65738867077e-05,precomputation|5.01536241794e-05,recreate|0.000123352167455,hue|4.45215146203e-05,glove|0.000113113566786,compositing|9.77834778211e-06,assessing|7.44712383994e-05,geospatial-temporal|2.8117314953e-05,discussing|0.000113430080166,tournament|0.000104019379701,geologist|0.00012086194372,tree-map|7.91476703764e-05,native|0.000100535984167
exterior|0.000104868612505,rainbow|0.00010475169502,anticipated|5.35515395532e-05,composing|0.000109482671287,legibility|0.000101888098054,gridded|9.38824945363e-05,substitution|3.84128987757e-05,floating-point|1.6573886707e-05,replicate|5.01536241793e-05,post|0.000123352167455,experimented|4.45215146201e-05,manifest|0.000113113566786,tell|9.77834777585e-06,mutually|7.44712383993e-05,channel|2.81173149524e-05,“visual|0.000113430080166,optimally|0.000104019379701,slow|0.00012086194372,adequate|7.91476703764e-05,bit-stream|0.000100535984167
pollutant|0.000104868612505,single-user|0.00010475169502,overlooked|5.35515395531e-05,clicking|0.000109482671287,tetrahedralization|0.000101888098054,intuitively|9.38824945363e-05,80|3.84128987757e-05,oceanography|1.65738867065e-05,unorganized|5.01536241792e-05,directory|0.000123352167455,isolated|4.45215146199e-05,non-real-time|0.000113113566786,distinctive|9.77834777467e-06,assistance|7.44712383993e-05,biochemical|2.81173149524e-05,knowing|0.000113430080166,dominate|0.000104019379701,injecting|0.00012086194372,worse|7.91476703763e-05,megapixel|0.000100535984167
york|0.000104868612505,nondestructive|0.00010475169502,combat|5.35515395531e-05,mortality|0.000109482671286,non-standard|0.000101888098054,understandability|9.38824945362e-05,hole|3.84128987756e-05,per|1.65738867061e-05,ve|5.01536241792e-05,cave|0.000123352167455,preventing|4.45215146198e-05,solely|0.000113113566786,entry|9.77834777391e-06,sliced|7.44712383993e-05,general-purpose|2.81173149522e-05,faithfully|0.000113430080166,high-degree|0.000104019379701,scripting|0.00012086194372,conclusion|7.91476703763e-05,"map""|0.000100535984167"
queried|0.000104868612505,hydraulic|0.00010475169502,brush|5.35515395531e-05,precursor|0.000109482671286,intention|0.000101888098054,accumulation|9.38824945362e-05,impose|3.84128987753e-05,rivet|1.65738867049e-05,realization|5.01536241789e-05,prevented|0.000123352167455,time-coherent|4.45215146195e-05,priority|0.000113113566786,frequency|9.77834777344e-06,explosive|7.44712383991e-05,1976|2.81173149492e-05,novice|0.000113430080166,television|0.000104019379701,plu|0.00012086194372,confronted|7.91476703763e-05,inward|0.000100535984167
200|0.000104868612505,propagating|0.00010475169502,seeing|5.35515395531e-05,say|0.000109482671286,picking|0.000101888098054,illuminated|9.38824945362e-05,chromosome|3.84128987753e-05,traceles|1.65738867043e-05,automating|5.01536241788e-05,plug-in|0.000123352167455,duplicate|4.45215146195e-05,risk|0.000113113566786,parallelizable|9.77834777313e-06,photo|7.44712383991e-05,nspace2|2.81173149471e-05,non-real-time|0.000113430080166,undergoing|0.000104019379701,dissection|0.00012086194372,ctum|7.91476703762e-05,extinction|0.000100535984167
embodied|0.000104868612505,genome|0.00010475169502,worse|5.35515395531e-05,interoperability|0.000109482671286,navigated|0.000101888098054,mutual|9.38824945362e-05,gigabyte-sized|3.84128987752e-05,server|1.6573886704e-05,eddy|5.01536241787e-05,clicking|0.000123352167455,concentration|4.45215146193e-05,clifford|0.000113113566786,hoped|9.77834777313e-06,asymptotic|7.44712383991e-05,traceles|2.8117314947e-05,concrete|0.000113430080166,portable|0.000104019379701,interpolated|0.00012086194372,undergoing|7.91476703762e-05,conservative|0.000100535984167
warm|0.000104868612505,repeatedly|0.00010475169502,rdt|5.35515395531e-05,partition|0.000109482671286,never|0.000101888098054,toru|9.38824945361e-05,collapse|3.8412898775e-05,multi-frequency|1.65738867037e-05,precipitation|5.01536241786e-05,stenose|0.000123352167455,innovative|4.45215146193e-05,convenient|0.000113113566786,subsystem|9.77834777221e-06,vistum|7.44712383991e-05,jigsaw'|2.81173149464e-05,europe|0.000113430080166,muon|0.000104019379701,mark|0.00012086194372,plan|7.91476703762e-05,prospective|0.000100535984167
uncluttered|0.000104868612505,binning|0.00010475169502,bivariate|5.35515395531e-05,testbed|0.000109482671286,hint|0.000101888098054,non-standard|9.3882494536e-05,recorder|3.84128987749e-05,relativity|1.65738867024e-05,attributed|5.01536241785e-05,facial|0.000123352167455,mask|4.45215146193e-05,bit-stream|0.000113113566786,arithmetic|9.77834777144e-06,putting|7.4471238399e-05,self-organization|2.81173149456e-05,crt|0.000113430080166,menu|0.000104019379701,card|0.00012086194372,symbol|7.91476703762e-05,inspiration|0.000100535984167
mutual|0.000104868612505,compiled|0.00010475169502,reaching|5.35515395531e-05,inherit|0.000109482671286,vistum|0.000101888098054,space-filling|9.3882494536e-05,replacing|3.84128987747e-05,acquire|1.65738867023e-05,cartesian|5.01536241784e-05,visualizer|0.000123352167455,tiling|4.45215146188e-05,practitioner|0.000113113566786,window|9.77834776573e-06,lend|7.4471238399e-05,cross-filtering|2.8117314945e-05,plotted|0.000113430080166,rule-based|0.000104019379701,bisection|0.00012086194372,world-wide|7.91476703761e-05,understandability|0.000100535984167
maxima|0.000104868612505,pointing|0.00010475169502,explosive|5.35515395531e-05,isotropic|0.000109482671286,bibliographic|0.000101888098054,organizing|9.3882494536e-05,clickstream|3.84128987745e-05,projector|1.6573886702e-05,phrase|5.01536241784e-05,turk|0.000123352167455,100000|4.45215146187e-05,radio|0.000113113566786,dynamically|9.77834776347e-06,occupancy|7.4471238399e-05,ellipsoid|2.8117314945e-05,reflecting|0.000113430080166,intersected|0.000104019379701,decoder|0.00012086194372,non-standard|7.91476703761e-05,gaus|0.000100535984167
row|0.000104868612505,check|0.00010475169502,boid|5.35515395531e-05,manipulable|0.000109482671286,on-going|0.000101888098054,cross-talk|9.3882494536e-05,satellite|3.84128987738e-05,geodesic|1.65738867017e-05,distant|5.01536241783e-05,tone|0.000123352167455,1999|4.45215146186e-05,y|0.000113113566786,filter|9.77834774994e-06,short-term|7.4471238399e-05,dna|2.81173149442e-05,&|0.000113430080166,advancement|0.000104019379701,reflecting|0.00012086194372,displaced|7.9147670376e-05,portable|0.000100535984167
isointensity|0.000104868612505,head-position-sensitive|0.00010475169502,confronted|5.35515395531e-05,dramatically|0.000109482671286,normally|0.000101888098054,revealing|9.3882494536e-05,throughput|3.84128987737e-05,automating|1.65738867008e-05,kinetic|5.01536241783e-05,watson|0.000123352167455,tf|4.45215146186e-05,evenly|0.000113113566786,spectra|9.77834774903e-06,row|7.4471238399e-05,ontology|2.81173149435e-05,resolving|0.000113430080166,masked|0.0001040193797,layered|0.00012086194372,lo|7.9147670376e-05,short-term|0.000100535984167
tertiary|0.000104868612504,accordingly|0.00010475169502,interstellar|5.3551539553e-05,ignored|0.000109482671286,favorable|0.000101888098054,bit|9.38824945359e-05,cerebral|3.84128987736e-05,illustrating|1.65738867003e-05,compressible|5.01536241782e-05,reaching|0.000123352167455,spaced|4.45215146185e-05,gradient-based|0.000113113566786,coherently|9.77834774417e-06,parent|7.44712383988e-05,polari|2.81173149428e-05,head-position-sensitive|0.000113430080166,symbol|0.0001040193797,experimenting|0.00012086194372,door|7.9147670376e-05,rdt|0.000100535984167
fourth|0.000104868612504,assured|0.00010475169502,correction|5.3551539553e-05,radio|0.000109482671286,complement|0.000101888098054,ignored|9.38824945358e-05,fetch|3.84128987735e-05,clipping|1.65738866987e-05,remarkably|5.0153624178e-05,networking|0.000123352167455,image-space|4.45215146184e-05,five-dimensional|0.000113113566786,animated|9.77834774364e-06,holistic|7.44712383987e-05,clip|2.81173149426e-05,flat|0.000113430080166,separately|0.0001040193797,"""virtual|0.00012086194372",answered|7.9147670376e-05,codebook|0.000100535984167
attach|0.000104868612504,40|0.00010475169502,iso-contouring|5.3551539553e-05,child|0.000109482671286,repairing|0.000101888098053,boid|9.38824945358e-05,sonar|3.84128987732e-05,compressing|1.65738866973e-05,mural|5.01536241779e-05,attaching|0.000123352167455,mandate|4.45215146181e-05,offered|0.000113113566786,empty|9.77834773967e-06,mr|7.44712383987e-05,chip|2.81173149425e-05,rotational|0.000113430080166,spectra|0.0001040193797,march|0.00012086194372,morphological|7.91476703759e-05,tetrahedrization|0.000100535984167
removed|0.000104868612504,gradient-based|0.00010475169502,gadget|5.3551539553e-05,customizing|0.000109482671286,microstructure|0.000101888098053,low-pas|9.38824945358e-05,fraud|3.84128987732e-05,fruitful|1.65738866945e-05,functioning|5.01536241779e-05,six-degree-of-freedom|0.000123352167455,intricate|4.45215146181e-05,contraction|0.000113113566786,correctnes|9.77834773966e-06,angiography|7.44712383987e-05,photometric|2.81173149419e-05,biorthogonal|0.000113430080166,freeform|0.0001040193797,essence|0.00012086194372,dissemination|7.91476703759e-05,invisible|0.000100535984167
hexahedral|0.000104868612504,interference|0.00010475169502,voxelization|5.3551539553e-05,facial|0.000109482671286,non-real-time|0.000101888098053,topographical|9.38824945358e-05,high-performance|3.84128987731e-05,client/server|1.6573886691e-05,time-accurate|5.01536241779e-05,set'|0.000123352167455,mural|4.45215146181e-05,head-position-sensitive|0.000113113566786,briefly|9.77834773529e-06,amplitude|7.44712383987e-05,mexico|2.81173149417e-05,bleeding|0.000113430080166,microstructure|0.0001040193797,context-dependent|0.00012086194372,fault|7.91476703759e-05,five-dimensional|0.000100535984167
