Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
greyscale|2.80518633676e-05,stripped|0.000117273456135,toru|3.54347606052e-05,pointing|6.39414387563e-05,ball|8.75807970232e-05,velocimetry|6.80873517988e-05,carrying|0.000103520663515,surround|7.57563490617e-05,sky|0.000103457289547,opened|8.61670381181e-05,touching|9.92406566629e-05,gestural|6.87802576866e-05,therapy|0.000134135636734,endangered|8.82622647245e-06,relying|7.14606852438e-05,instrumentation|3.53685675431e-05,outer|7.83475837034e-05,sentence|0.000117913575485,posses|3.0807974286e-05,cell's|7.14049601622e-05
old|2.80518633676e-05,averaging|0.000117273456135,summed|3.54347606051e-05,name|6.39414387563e-05,medial|8.75807970232e-05,inter-disciplinary|6.80873517988e-05,balancing|0.000103520663515,productive|7.57563490617e-05,seriously|0.000103457289547,trial-and-error|8.61670381181e-05,incapable|9.92406566629e-05,laying|6.87802576866e-05,superimposed|0.000134135636734,regga|8.82622647245e-06,plausibility|7.14606852438e-05,uncluttered|3.53685675431e-05,tediou|7.83475837034e-05,matched|0.000117913575485,definite|3.08079742859e-05,regime|7.14049601621e-05
sectional|2.80518633676e-05,rivet|0.000117273456135,validating|3.54347606051e-05,occluding|6.39414387562e-05,pollution|8.75807970232e-05,naming|6.80873517988e-05,diverge|0.000103520663515,non-rigid|7.57563490617e-05,unconstrained|0.000103457289547,particulate|8.61670381181e-05,diverge|9.92406566628e-05,tertiary|6.87802576866e-05,maximal|0.000134135636734,proprietary|8.82622647245e-06,electromagnetic|7.14606852437e-05,rochester|3.53685675431e-05,encouraging|7.83475837034e-05,intelligible|0.000117913575485,head-position-sensitive|3.08079742859e-05,floating-point|7.14049601621e-05
informational|2.80518633676e-05,q|0.000117273456135,geomechanic|3.54347606051e-05,exterior|6.39414387562e-05,stripped|8.75807970232e-05,spanned|6.80873517988e-05,popping|0.000103520663515,sacrificing|7.57563490616e-05,colleague|0.000103457289547,shallow|8.61670381181e-05,substructure|9.92406566628e-05,tracked|6.87802576865e-05,tessellated|0.000134135636734,unveil|8.82622647239e-06,interpolated|7.14606852437e-05,bed|3.53685675431e-05,assumed|7.83475837034e-05,safe|0.000117913575485,linux|3.08079742858e-05,drive|7.14049601621e-05
outlook|2.80518633676e-05,calibrate|0.000117273456135,postprocessing|3.54347606051e-05,prevented|6.39414387562e-05,earth'|8.75807970231e-05,paint|6.80873517987e-05,reconfigurable|0.000103520663514,coulomb|7.57563490616e-05,precomputing|0.000103457289547,rgb|8.6167038118e-05,inevitable|9.92406566627e-05,“visual|6.87802576865e-05,industrial|0.000134135636734,ajax|8.82622647201e-06,rgb|7.14606852437e-05,plug-in|3.5368567543e-05,inconsistent|7.83475837034e-05,shear-warp|0.000117913575485,subsequence|3.08079742858e-05,steel|7.14049601621e-05
tried|2.80518633676e-05,grown|0.000117273456135,accounting|3.54347606051e-05,fix|6.39414387562e-05,atlas|8.75807970231e-05,pointer|6.80873517987e-05,unite|0.000103520663514,backward|7.57563490616e-05,reusing|0.000103457289547,rearrange|8.6167038118e-05,merely|9.92406566627e-05,pollutant|6.87802576865e-05,raised|0.000134135636734,coherency|8.826226472e-06,coulomb|7.14606852436e-05,fix|3.5368567543e-05,begun|7.83475837034e-05,assess|0.000117913575485,cut-away|3.08079742858e-05,contemporary|7.1404960162e-05
delay|2.80518633676e-05,pruning|0.000117273456135,guaranteeing|3.54347606051e-05,evenly|6.3941438756e-05,rearrangement|8.75807970231e-05,repair|6.80873517986e-05,superiority|0.000103520663514,william|7.57563490616e-05,pollutant|0.000103457289547,evenly|8.6167038118e-05,rearrange|9.92406566627e-05,informational|6.87802576865e-05,apus|0.000134135636734,quaternion|8.826226472e-06,key-frame|7.14606852436e-05,alaska|3.5368567543e-05,middle|7.83475837033e-05,nondestructive|0.000117913575485,incompressible|3.08079742858e-05,mx|7.1404960162e-05
inward|2.80518633675e-05,imaged|0.000117273456135,kept|3.5434760605e-05,bin|6.3941438756e-05,1976|8.75807970231e-05,pet|6.80873517986e-05,distracting|0.000103520663514,ty|7.57563490615e-05,inconsistent|0.000103457289547,inferior|8.61670381179e-05,bathymetric|9.92406566626e-05,shear-warp|6.87802576865e-05,inconsistent|0.000134135636734,keynote|8.82622647176e-06,distinguishing|7.14606852436e-05,biorthogonal|3.5368567543e-05,ltd|7.83475837032e-05,repelling|0.000117913575485,volume's|3.08079742858e-05,polishing|7.1404960162e-05
optional|2.80518633675e-05,traded|0.000117273456135,paint|3.5434760605e-05,benchmarking|6.3941438756e-05,poisson|8.7580797023e-05,solar|6.80873517986e-05,tournament|0.000103520663514,fem|7.57563490614e-05,equity|0.000103457289547,board|8.61670381179e-05,earth'|9.92406566626e-05,outer|6.87802576865e-05,ordinary|0.000134135636734,biography|8.82622647176e-06,unimportant|7.14606852436e-05,subdividing|3.5368567543e-05,closenes|7.83475837032e-05,breaking|0.000117913575485,tangential|3.08079742858e-05,1991|7.14049601619e-05
massively|2.80518633675e-05,immediately|0.000117273456135,resultant|3.5434760605e-05,begun|6.3941438756e-05,panning|8.7580797023e-05,inconsistent|6.80873517986e-05,overlook|0.000103520663514,back-to-front|7.57563490613e-05,indicating|0.000103457289547,philosophical|8.61670381179e-05,physics-based|9.92406566626e-05,obstacle|6.87802576864e-05,theater|0.000134135636734,sonar|8.82622647166e-06,favorably|7.14606852436e-05,70000|3.5368567543e-05,meaningfulnes|7.83475837032e-05,collaborated|0.000117913575485,prospective|3.08079742857e-05,tightly-coupled|7.14049601619e-05
state-of-the|2.80518633675e-05,male|0.000117273456135,3d-flow|3.5434760605e-05,downloading|6.39414387559e-05,reusing|8.7580797023e-05,filled|6.80873517986e-05,rigid-body|0.000103520663514,wood|7.57563490613e-05,1976|0.000103457289547,tensor'|8.61670381179e-05,banking|9.92406566626e-05,trail|6.87802576864e-05,lense|0.000134135636734,tree-view|8.82622647128e-06,five-dimensional|7.14606852435e-05,eulerian|3.53685675429e-05,totally|7.83475837031e-05,recovery|0.000117913575484,took|3.08079742857e-05,experimenting|7.14049601619e-05
conceptualization|2.80518633675e-05,cueing|0.000117273456135,spawn|3.5434760605e-05,clifford|6.39414387559e-05,international|8.7580797023e-05,laying|6.80873517986e-05,accounted|0.000103520663514,watson|7.57563490613e-05,2nd-order|0.000103457289547,unstated|8.61670381178e-05,unite|9.92406566625e-05,vendor|6.87802576864e-05,49|0.000134135636734,table-view|8.82622647128e-06,hz|7.14606852435e-05,bump|3.53685675429e-05,banding|7.83475837031e-05,neighbourhood|0.000117913575484,cadaver|3.08079742857e-05,undesired|7.14049601619e-05
ame|2.80518633674e-05,circumvent|0.000117273456135,plug|3.5434760605e-05,tightly-coupled|6.39414387559e-05,retaining|8.75807970229e-05,fem|6.80873517986e-05,one-way|0.000103520663514,queried|7.57563490613e-05,stacking|0.000103457289547,contraction|8.61670381178e-05,attach|9.92406566625e-05,pointer|6.87802576863e-05,pruning|0.000134135636734,www|8.82622647126e-06,silicon|7.14606852435e-05,possess|3.53685675429e-05,unorganized|7.83475837031e-05,categorical|0.000117913575484,bisection|3.08079742857e-05,played|7.14049601619e-05
prince|2.80518633674e-05,dissection|0.000117273456135,spatialization|3.5434760605e-05,asynchronously|6.39414387559e-05,sgi|8.75807970229e-05,tour|6.80873517985e-05,constructive|0.000103520663514,outer|7.57563490612e-05,pointer|0.000103457289547,key-frame|8.61670381178e-05,ca|9.92406566625e-05,gradual|6.87802576863e-05,denote|0.000134135636734,sun|8.82622647112e-06,averaging|7.14606852435e-05,stereoscopic|3.53685675428e-05,isolating|7.83475837031e-05,hyperstreamline|0.000117913575484,subdivided|3.08079742857e-05,listener|7.14049601618e-05
volume's|2.80518633674e-05,formally|0.000117273456135,priority|3.5434760605e-05,blurred|6.39414387558e-05,non-manifold|8.75807970229e-05,impacted|6.80873517985e-05,reusing|0.000103520663514,acting|7.57563490612e-05,decomposing|0.000103457289547,meaningfulnes|8.61670381178e-05,marine|9.92406566624e-05,algebra|6.87802576863e-05,context-dependent|0.000134135636734,exaggerate|8.82622647071e-06,16|7.14606852434e-05,stiffness|3.53685675428e-05,conservation|7.83475837031e-05,isolate|0.000117913575484,spaced|3.08079742856e-05,polyhedra|7.14049601618e-05
hint|2.80518633674e-05,missed|0.000117273456135,hand-position-sensitive|3.5434760605e-05,vendor|6.39414387558e-05,intuition|8.75807970229e-05,tried|6.80873517985e-05,dissection|0.000103520663514,pollutant|7.57563490612e-05,relieve|0.000103457289547,unimportant|8.61670381178e-05,11|9.92406566624e-05,identity|6.87802576863e-05,11|0.000134135636734,vrml|8.82622647061e-06,rigid-body|7.14606852434e-05,repeatedly|3.53685675428e-05,motif|7.8347583703e-05,recognized|0.000117913575484,eliminated|3.08079742856e-05,colleague|7.14049601618e-05
isosurfacing|2.80518633674e-05,reliance|0.000117273456135,meta-interval|3.54347606049e-05,fairly|6.39414387557e-05,bu|8.75807970229e-05,1984|6.80873517985e-05,missed|0.000103520663514,excessive|7.57563490612e-05,ignore|0.000103457289547,housing|8.61670381178e-05,stenose|9.92406566624e-05,17|6.87802576863e-05,archaeologist|0.000134135636734,visage|8.82622647047e-06,literally|7.14606852433e-05,posses|3.53685675428e-05,discrepancy|7.8347583703e-05,persist|0.000117913575484,writing|3.08079742855e-05,inevitable|7.14049601618e-05
metabolism|2.80518633673e-05,discriminant|0.000117273456135,installation|3.54347606049e-05,sonification|6.39414387557e-05,determination|8.75807970229e-05,accounted|6.80873517985e-05,neglected|0.000103520663514,resample|7.57563490612e-05,oxygen|0.000103457289547,14|8.61670381177e-05,compilation|9.92406566624e-05,cortex|6.87802576863e-05,revisit|0.000134135636734,monochromatic|8.82622647035e-06,low-bandwidth|7.14606852432e-05,intention|3.53685675428e-05,occupancy|7.8347583703e-05,wisdom|0.000117913575484,general-purpose|3.08079742854e-05,reconfigurable|7.14049601618e-05
subsequence|2.80518633673e-05,bifurcation|0.000117273456135,rejection|3.54347606049e-05,stiffness|6.39414387556e-05,groundwater|8.75807970228e-05,rivet|6.80873517985e-05,favorable|0.000103520663514,regime|7.57563490612e-05,string|0.000103457289547,pollution|8.61670381177e-05,dissection|9.92406566624e-05,land|6.87802576862e-05,bifurcation|0.000134135636734,3-manifold|8.82622647029e-06,tremendou|7.14606852432e-05,masked|3.53685675427e-05,robotic|7.8347583703e-05,sensemaking|0.000117913575484,context-sensitive|3.08079742854e-05,low-bandwidth|7.14049601618e-05
featured|2.80518633673e-05,warning|0.000117273456135,interrelation|3.54347606049e-05,bead|6.39414387556e-05,propagate|8.75807970228e-05,linkage|6.80873517984e-05,import|0.000103520663514,conforming|7.57563490612e-05,key-frame|0.000103457289547,injecting|8.61670381177e-05,voxel'|9.92406566624e-05,assignment|6.87802576862e-05,blue|0.000134135636734,moderated|8.82622647016e-06,lake|7.14606852432e-05,lay|3.53685675427e-05,c++|7.8347583703e-05,exponentially|0.000117913575484,destroy|3.08079742854e-05,globally|7.14049601617e-05
cohesive|2.80518633673e-05,costly|0.000117273456135,evenly|3.54347606049e-05,multiplication|6.39414387556e-05,bathymetric|8.75807970228e-05,lay|6.80873517984e-05,round|0.000103520663514,mip|7.57563490612e-05,physics-based|0.000103457289547,condensed|8.61670381177e-05,ltd|9.92406566624e-05,shrink|6.87802576862e-05,substructure|0.000134135636734,elevation|8.82622647016e-06,wood|7.14606852432e-05,well-defined|3.53685675427e-05,reusing|7.8347583703e-05,earth'|0.000117913575484,sectional|3.08079742854e-05,c++|7.14049601617e-05
grid-based|2.80518633673e-05,70000|0.000117273456135,bump|3.54347606048e-05,rotational|6.39414387555e-05,reynold|8.75807970228e-05,labelling|6.80873517984e-05,tool'|0.000103520663514,super|7.57563490611e-05,beam|0.000103457289547,museum|8.61670381177e-05,unconstrained|9.92406566624e-05,graphite|6.87802576862e-05,closenes|0.000134135636734,excitation|8.82622647007e-06,enclosing|7.14606852431e-05,manifest|3.53685675427e-05,anticipated|7.8347583703e-05,multi-object|0.000117913575484,multiperspective|3.08079742854e-05,closenes|7.14049601617e-05
documentation|2.80518633673e-05,strictly|0.000117273456135,conceptualization|3.54347606048e-05,military|6.39414387555e-05,stacking|8.75807970228e-05,theater|6.80873517984e-05,impacted|0.000103520663514,ltd|7.57563490611e-05,psychophysical|0.000103457289547,psychophysical|8.61670381177e-05,assistant|9.92406566624e-05,propagate|6.87802576861e-05,availability|0.000134135636734,simd|8.82622646989e-06,receive|7.1460685243e-05,linearly|3.53685675427e-05,herein|7.8347583703e-05,negate|0.000117913575484,wedge|3.08079742854e-05,estuary|7.14049601617e-05
regime|2.80518633673e-05,compound|0.000117273456135,walk|3.54347606048e-05,repeatedly|6.39414387555e-05,late|8.75807970228e-05,100000|6.80873517984e-05,outdoor|0.000103520663514,reusing|7.57563490611e-05,incapable|0.000103457289547,diverge|8.61670381177e-05,favorable|9.92406566624e-05,wide-area|6.87802576861e-05,degradation|0.000134135636734,equipment|8.82622646974e-06,non-occluding|7.1460685243e-05,assembling|3.53685675427e-05,week|7.8347583703e-05,transaction|0.000117913575484,trisector|3.08079742854e-05,simplicial|7.14049601617e-05
radiation|2.80518633672e-05,ordinary|0.000117273456135,visualizable|3.54347606048e-05,plausibility|6.39414387554e-05,customizing|8.75807970228e-05,opened|6.80873517984e-05,housing|0.000103520663514,negate|7.57563490611e-05,mx|0.000103457289547,17|8.61670381176e-05,govern|9.92406566623e-05,reusing|6.87802576861e-05,extractor|0.000134135636734,hmy|8.8262264695e-06,gaus|7.1460685243e-05,exceedingly|3.53685675427e-05,institution|7.8347583703e-05,12|0.000117913575484,commercially|3.08079742853e-05,impulse|7.14049601617e-05
precursor|2.80518633672e-05,campaign|0.000117273456135,cost/benefit|3.54347606047e-05,containment|6.39414387554e-05,traded|8.75807970228e-05,real-valued|6.80873517984e-05,ordinary|0.000103520663514,multi-frequency|7.57563490611e-05,pertaining|0.000103457289547,atlas|8.61670381176e-05,flight|9.92406566623e-05,output-sensitive|6.8780257686e-05,separating|0.000134135636734,tiling|8.82622646936e-06,resolved|7.1460685243e-05,injecting|3.53685675426e-05,prepare|7.8347583703e-05,pertaining|0.000117913575484,glove|3.08079742853e-05,afford|7.14049601616e-05
rejection|2.80518633672e-05,prevalent|0.000117273456135,fair|3.54347606047e-05,silicon|6.39414387554e-05,board|8.75807970228e-05,watson|6.80873517983e-05,judgment|0.000103520663514,rearrange|7.57563490611e-05,formally|0.000103457289547,endoscopic|8.61670381176e-05,trial-and-error|9.92406566623e-05,object-space|6.8780257686e-05,nucleu|0.000134135636734,mexico|8.82622646928e-06,tightly-coupled|7.1460685243e-05,featured|3.53685675425e-05,hz|7.83475837029e-05,2nd-order|0.000117913575484,insightful|3.08079742853e-05,plausibility|7.14049601616e-05
em|2.80518633672e-05,centerline|0.000117273456135,immersion|3.54347606047e-05,ltd|6.39414387554e-05,compressing|8.75807970228e-05,intelligible|6.80873517983e-05,nice|0.000103520663514,cell's|7.5756349061e-05,surprisingly|0.000103457289547,fluorescence|8.61670381176e-05,reflected|9.92406566622e-05,income|6.8780257686e-05,poisson|0.000134135636734,disc|8.82622646925e-06,prevented|7.1460685243e-05,graphite|3.53685675425e-05,steady-state|7.83475837029e-05,low-level|0.000117913575484,emerged|3.08079742852e-05,kohonen|7.14049601616e-05
spawn|2.80518633672e-05,proximity-based|0.000117273456135,mock-up|3.54347606047e-05,tangent|6.39414387554e-05,positioning|8.75807970227e-05,struggle|6.80873517982e-05,tomographic|0.000103520663514,attach|7.5756349061e-05,distracting|0.000103457289547,receive|8.61670381176e-05,precomputing|9.92406566622e-05,accomplishing|6.8780257686e-05,inversion|0.000134135636734,haze|8.82622646919e-06,psychophysic|7.14606852429e-05,xmdvtool|3.53685675425e-05,velocimetry|7.83475837029e-05,tensor's|0.000117913575484,climatological|3.08079742852e-05,onscreen|7.14049601616e-05
rotate|2.80518633672e-05,earth'|0.000117273456135,climatological|3.54347606047e-05,spaced|6.39414387553e-05,dozen|8.75807970227e-05,clearer|6.80873517982e-05,substructure|0.000103520663514,pollution|7.5756349061e-05,unprecedented|0.000103457289547,touching|8.61670381176e-05,multi-object|9.92406566622e-05,psychophysical|6.8780257686e-05,meaningfulnes|0.000134135636734,hospital|8.82622646913e-06,gaze|7.14606852429e-05,fairly|3.53685675425e-05,eda|7.83475837029e-05,accounted|0.000117913575484,concluded|3.08079742851e-05,leap|7.14049601616e-05
diamond|2.80518633672e-05,vendor|0.000117273456135,recreate|3.54347606047e-05,gridfit|6.39414387553e-05,eventually|8.75807970227e-05,circuit|6.80873517982e-05,paging|0.000103520663514,poisson|7.5756349061e-05,cart|0.000103457289547,“visual|8.61670381176e-05,telecommunication|9.92406566622e-05,back-to-front|6.87802576859e-05,tediou|0.000134135636734,preview|8.82622646905e-06,hyperstreamline|7.14606852429e-05,approximated|3.53685675425e-05,ty|7.83475837029e-05,cueing|0.000117913575484,3-space|3.08079742851e-05,hexahedral|7.14049601615e-05
definite|2.80518633672e-05,=|0.000117273456135,rgb|3.54347606047e-05,banding|6.39414387553e-05,context-dependent|8.75807970227e-05,mve|6.80873517982e-05,meaningfully|0.000103520663514,adept|7.57563490609e-05,radiu|0.000103457289546,virtue|8.61670381176e-05,income|9.92406566622e-05,cost/benefit|6.87802576859e-05,paging|0.000134135636734,oblique|8.82622646904e-06,meaningfulnes|7.14606852429e-05,screen-based|3.53685675425e-05,postprocessing|7.83475837029e-05,y|0.000117913575484,"""virtual|3.08079742851e-05",dredging|7.14049601615e-05
guaranteeing|2.80518633672e-05,judgement|0.000117273456135,rule-based|3.54347606046e-05,medial|6.39414387553e-05,embody|8.75807970227e-05,non-manifold|6.80873517982e-05,2-manifold|0.000103520663514,condensed|7.57563490609e-05,breaking|0.000103457289546,steel|8.61670381175e-05,fourier|9.92406566622e-05,accumulate|6.87802576859e-05,filled|0.000134135636734,kinetic|8.82622646903e-06,electric|7.14606852429e-05,arena|3.53685675425e-05,perturbed|7.83475837029e-05,precision|0.000117913575484,digesting|3.08079742851e-05,bifurcation|7.14049601615e-05
atomic|2.80518633672e-05,11|0.000117273456135,spoken|3.54347606046e-05,executing|6.39414387552e-05,hz|8.75807970227e-05,spiraling|6.80873517982e-05,succeed|0.000103520663514,steel|7.57563490609e-05,averaging|0.000103457289546,convention|8.61670381175e-05,surface-based|9.92406566621e-05,malignant|6.87802576859e-05,bricking|0.000134135636734,recorder|8.826226469e-06,portraying|7.14606852429e-05,inward|3.53685675424e-05,silicon|7.83475837028e-05,blue|0.000117913575484,hydraulic|3.0807974285e-05,perturbed|7.14049601615e-05
configured|2.80518633671e-05,replace|0.000117273456135,requested|3.54347606046e-05,sectional|6.39414387552e-05,indispensable|8.75807970227e-05,leap|6.80873517981e-05,frame-to-frame|0.000103520663514,voxel'|7.57563490608e-05,wealth|0.000103457289546,competition|8.61670381174e-05,legibility|9.92406566621e-05,multiplication|6.87802576859e-05,wavelength|0.000134135636734,winter|8.826226469e-06,deemed|7.14606852429e-05,45|3.53685675424e-05,fire|7.83475837028e-05,duplicate|0.000117913575484,meta-interval|3.08079742849e-05,cohesive|7.14049601615e-05
prepared|2.80518633671e-05,volume-based|0.000117273456135,featured|3.54347606046e-05,indistinguishable|6.39414387552e-05,perspective-correct|8.75807970227e-05,income|6.80873517981e-05,post|0.000103520663514,unimportant|7.57563490607e-05,tessellated|0.000103457289546,necessitate|8.61670381174e-05,100000|9.92406566621e-05,hz|6.87802576859e-05,analyst'|0.000134135636734,chemical|8.82622646899e-06,succeed|7.14606852429e-05,nesting|3.53685675424e-05,idealized|7.83475837027e-05,fish-eye|0.000117913575484,contaminant|3.08079742849e-05,600|7.14049601615e-05
initiated|2.80518633671e-05,1991|0.000117273456135,isointensity|3.54347606046e-05,kohonen|6.39414387552e-05,fashion|8.75807970227e-05,soft|6.80873517981e-05,cueing|0.000103520663514,juxtaposing|7.57563490606e-05,sub-voxel|0.000103457289546,alarm|8.61670381174e-05,globally|9.92406566621e-05,assumed|6.87802576859e-05,preoperative|0.000134135636734,cloth|8.82622646894e-06,shrink|7.14606852428e-05,colleague|3.53685675424e-05,cell's|7.83475837027e-05,indentation|0.000117913575484,boom-mounted|3.08079742849e-05,application-dependent|7.14049601615e-05
ignored|2.80518633671e-05,losis|0.000117273456135,prism|3.54347606046e-05,isointensity|6.39414387552e-05,pertaining|8.75807970227e-05,replaced|6.80873517981e-05,losis|0.000103520663514,adjacency|7.57563490606e-05,busines|0.000103457289546,verifying|8.61670381174e-05,fusing|9.9240656662e-05,decompose|6.87802576859e-05,woman|0.000134135636734,instruction|8.82622646894e-06,gbyte|7.14606852427e-05,hexahedral|3.53685675424e-05,kohonen|7.83475837027e-05,continuously|0.000117913575484,order-of-magnitude|3.08079742848e-05,tertiary|7.14049601614e-05
rainbow|2.80518633671e-05,stability|0.000117273456135,repairing|3.54347606046e-05,72|6.39414387551e-05,precomputed|8.75807970227e-05,succeed|6.8087351798e-05,mover'|0.000103520663514,bone|7.57563490606e-05,phone|0.000103457289546,stenose|8.61670381173e-05,magnified|9.9240656662e-05,banding|6.87802576858e-05,vicinity|0.000134135636734,low-end|8.82622646884e-06,income|7.14606852427e-05,walk|3.53685675424e-05,post|7.83475837027e-05,exposed|0.000117913575484,prince|3.08079742848e-05,immersed|7.14049601614e-05
composited|2.80518633671e-05,rearrange|0.000117273456135,72|3.54347606045e-05,comfortably|6.39414387551e-05,exclusively|8.75807970226e-05,clue|6.8087351798e-05,magnified|0.000103520663514,translating|7.57563490606e-05,distinguishable|0.000103457289546,polishing|8.61670381173e-05,identity|9.9240656662e-05,gridfit|6.87802576858e-05,vector-valued|0.000134135636734,underwater|8.82622646883e-06,meta-interval|7.14606852427e-05,dealt|3.53685675424e-05,tendency|7.83475837027e-05,album|0.000117913575484,1996|3.08079742847e-05,exposed|7.14049601614e-05
1995|2.80518633671e-05,downloaded|0.000117273456135,knowing|3.54347606045e-05,expressing|6.39414387551e-05,closenes|8.75807970226e-05,prepare|6.8087351798e-05,1984|0.000103520663514,nucleotide|7.57563490606e-05,stability|0.000103457289546,tremendou|8.61670381173e-05,neighbourhood|9.9240656662e-05,juxtaposing|6.87802576858e-05,neighbourhood|0.000134135636734,unix|8.8262264688e-06,biorthogonal|7.14606852427e-05,repair|3.53685675423e-05,interpreter|7.83475837026e-05,49|0.000117913575484,doppler|3.08079742847e-05,batch|7.14049601614e-05
bisection|2.80518633671e-05,ambiguity|0.000117273456135,batch|3.54347606045e-05,trial-and-error|6.39414387551e-05,wavefront|8.75807970226e-05,kohonen|6.8087351798e-05,psychophysical|0.000103520663514,tournament|7.57563490606e-05,two-step|0.000103457289546,hyperstreamline|8.61670381173e-05,xmdvtool|9.9240656662e-05,substructure|6.87802576858e-05,self|0.000134135636734,intracranial|8.82622646879e-06,queried|7.14606852427e-05,spinal|3.53685675423e-05,breaking|7.83475837026e-05,600|0.000117913575484,repairing|3.08079742846e-05,ethernet|7.14049601614e-05
asynchronously|2.80518633671e-05,immediate-mode|0.000117273456135,alaska|3.54347606045e-05,opened|6.3941438755e-05,datapoint|8.75807970226e-05,nucleu|6.8087351798e-05,ca|0.000103520663514,magnified|7.57563490606e-05,situ|0.000103457289546,holding|8.61670381173e-05,propagate|9.9240656662e-05,colleague|6.87802576858e-05,losis|0.000134135636734,foreground|8.82622646878e-06,naming|7.14606852427e-05,malignant|3.53685675423e-05,overlook|7.83475837026e-05,context-dependent|0.000117913575484,bit-stream|3.08079742846e-05,tracked|7.14049601614e-05
collaborate|2.80518633671e-05,back-to-front|0.000117273456135,cuda|3.54347606045e-05,productive|6.39414387549e-05,1984|8.75807970226e-05,dredging|6.80873517979e-05,12|0.000103520663514,tour|7.57563490606e-05,imaged|0.000103457289546,wood|8.61670381173e-05,object-space|9.9240656662e-05,experimenting|6.87802576858e-05,outer|0.000134135636734,fish|8.82622646878e-06,well-defined|7.14606852426e-05,reusing|3.53685675423e-05,mandatory|7.83475837026e-05,losis|0.000117913575484,walk|3.08079742846e-05,summarizing|7.14049601614e-05
laid|2.80518633671e-05,laminar|0.000117273456135,deduced|3.54347606045e-05,inferior|6.39414387549e-05,twenty|8.75807970226e-05,suggestive|6.80873517979e-05,bathymetric|0.000103520663514,1984|7.57563490605e-05,stimulu|0.000103457289546,wealth|8.61670381172e-05,opened|9.92406566619e-05,unprecedented|6.87802576857e-05,orientable|0.000134135636734,multi-triangulation|8.8262264687e-06,wasted|7.14606852426e-05,driver|3.53685675423e-05,indentation|7.83475837026e-05,asium|0.000117913575484,informational|3.08079742845e-05,tour|7.14049601614e-05
gaseou|2.8051863367e-05,reasonably|0.000117273456135,fairly|3.54347606045e-05,september|6.39414387549e-05,compensate|8.75807970225e-05,idealized|6.80873517979e-05,eventually|0.000103520663514,volume-rendering|7.57563490605e-05,creativity|0.000103457289546,advent|8.61670381172e-05,tertiary|9.92406566619e-05,recovery|6.87802576857e-05,drill|0.000134135636734,contributing|8.82622646868e-06,coalesce|7.14606852426e-05,mover'|3.53685675423e-05,atlas|7.83475837026e-05,non-manifold|0.000117913575484,manipulable|3.08079742845e-05,scoring|7.14049601613e-05
bed|2.8051863367e-05,stimulu|0.000117273456135,analogy|3.54347606044e-05,reynold|6.39414387549e-05,position-dependent|8.75807970225e-05,lake|6.80873517978e-05,receive|0.000103520663514,losis|7.57563490605e-05,totally|0.000103457289546,clifford|8.61670381172e-05,c++|9.92406566619e-05,y|6.87802576857e-05,neglected|0.000134135636734,4-d|8.82622646858e-06,dredging|7.14606852426e-05,robot|3.53685675422e-05,arrange|7.83475837026e-05,shallow|0.000117913575484,author's|3.08079742845e-05,replaced|7.14049601613e-05
simplicial|2.8051863367e-05,wisdom|0.000117273456135,kinematic|3.54347606044e-05,spatializing|6.39414387549e-05,positional|8.75807970225e-05,fusing|6.80873517978e-05,archaeologist|0.000103520663514,auxiliary|7.57563490605e-05,ray-tracing|0.000103457289546,semitransparent|8.61670381172e-05,laying|9.92406566618e-05,opened|6.87802576857e-05,detector|0.000134135636734,terrain-based|8.82622646847e-06,reusing|7.14606852426e-05,"""virtual|3.53685675422e-05",pollution|7.83475837026e-05,his/her|0.000117913575484,voxelized|3.08079742845e-05,viewable|7.14049601613e-05
networking|2.8051863367e-05,rearrangement|0.000117273456135,conveniently|3.54347606044e-05,walk|6.39414387549e-05,compatibility|8.75807970225e-05,backward|6.80873517977e-05,neighbourhood|0.000103520663514,beam|7.57563490605e-05,viewable|0.000103457289546,employee|8.61670381171e-05,deficiency|9.92406566618e-05,ethernet|6.87802576857e-05,meaningfully|0.000134135636733,sight|8.82622646832e-06,rational|7.14606852425e-05,comfortably|3.53685675422e-05,indistinguishable|7.83475837026e-05,accentuate|0.000117913575484,imposing|3.08079742845e-05,beam|7.14049601612e-05
gray|2.80518633669e-05,y|0.000117273456135,uncluttered|3.54347606044e-05,cost/benefit|6.39414387548e-05,oceanographic|8.75807970224e-05,ancient|6.80873517977e-05,self|0.000103520663514,spiral|7.57563490605e-05,replaced|0.000103457289546,grayscale|8.61670381171e-05,factorization|9.92406566618e-05,watson|6.87802576856e-05,oscillation|0.000134135636733,attenuated|8.82622646827e-06,organ|7.14606852425e-05,1995|3.53685675422e-05,lake|7.83475837025e-05,eventually|0.000117913575484,instrumentation|3.08079742844e-05,polytope|7.14049601612e-05
