Paper ID,Paper Title,Abstract,Keywords,starting page,page range,Author 1: First Name,Author 1: Surname,Author 1: Affiliation,Author 2: First Name,Author 2: Surname,Author 2: Affiliation,Author 3: First Name,Author 3: Surname,Author 3: Affiliation,Author 4: First Name,Author 4: Surname,Author 4: Affiliation,Author 5: First Name,Author 5: Surname,Author 5: Affiliation,Author 6: First Name,Author 6: Surname,Author 6: Affiliation,Author 7: First Name,Author 7: Surname,Author 7: Affiliation,Author 8: First Name,Author 8: Surname,Author 8: Affiliation,Author 9: First Name,Author 9: Surname,Author 9: Affiliation
203,TextFlow: Towards Better Understanding of Evolving Topics in Text,"Understanding how topics evolve in text data is an important and challenging task. Although much work has been devoted to topic analysis, the study of topic evolution has largely been limited to individual topics. In this paper, we introduce TextFlow, a seamless integration of visualization and topic mining techniques, for analyzing various evolution patterns that emerge from multiple topics. We first extend an existing analysis technique to extract three-level features: the topic evolution trend, the critical event, and the keyword correlation. Then a coherent visualization that consists of three new visual components is designed to convey complex relationships between them. Through interaction, the topic mining model and visualization can communicate with each other to help users refine the analysis result and gain insights into the data progressively. Finally, two case studies are conducted to demonstrate the effectiveness and usefulness of TextFlow in helping users understand the major topic evolution patterns in time-varying text data.","Text visualization, Topic evolution, Hierarchical Dirichlet process, Critical event.",2412,2412-2421,Weiwei,Cui,Hong Kong University of Science and Technology \ Microsoft Research Asia,Shixia,Liu,Microsoft Research Asia,Li,Tan,Microsoft Research Asia,Conglei,Shi,Hong Kong University of Science and Technology,Yangqiu,Song,Microsoft Research Asia,Zekai,Gao,Zhejiang University \ Microsoft Research Asia,Huamin,Qu,Hong Kong University of Science and Technology,Xin,Tong,Microsoft Research Asia ,,,
109,Exploratory Analysis of Time-series with ChronoLenses,"Visual representations of time-series are useful for tasks such as identifying trends, patterns and anomalies in the data. Many techniques have been devised to make these visual representations more scalable, enabling the simultaneous display of multiple variables, as well as the multi-scale display of time-series of very high resolution or that span long time periods. There has been comparatively little research on how to support the more elaborate tasks associated with the exploratory visual analysis of timeseries, e.g., visualizing derived values, identifying correlations, or discovering anomalies beyond obvious outliers. Such tasks typically require deriving new time-series from the original data, trying different functions and parameters in an iterative manner. We introduce a novel visualization technique called ChronoLenses, aimed at supporting users in such exploratory tasks. ChronoLenses perform on-the-fly transformation of the data points in their focus area, tightly integrating visual analysis with user actions, and enabling the progressive construction of advanced visual analysis pipelines.","Time-series Data, Exploratory Visualization, Focus+Context, Lens, Interaction Techniques.",2422,2422-2431,Jian,Zhao,"University of Toronto, Canada",Fanny,Chevalier,"OCAD University, Canada",Emmanuel,Pietriga,"INRIA, France",Ravin,Balakrishnan,"University of Toronto, Canada",,,,,,,,,,,,,,,
326,CloudLines: Compact Display of Event Episodes in Multiple Time-Series,"We propose incremental logarithmic time-series technique as a way to deal with time-based representations of large and dynamic event data sets in limited space. Modern data visualization problems in the domains of news analysis, network security and financial applications, require visual analysis of incremental data, which poses specific challenges that are normally not solved by static visualizations. The incremental nature of the data implies that visualizations have to necessarily change their content and still provide comprehensible representations. In particular, in this paper we deal with the need to keep an eye on recent events together with providing a context on the past and to make relevant patterns accessible at any scale. Our technique adapts to the incoming data by taking care of the rate at which data items occur and by using a decay function to let the items fade away according to their relevance. Since access to details is also important, we also provide a novel distortion magnifying lens technique which takes into account the distortions introduced by the logarithmic time scale to augment readability in selected areas of interest. We demonstrate the validity of our techniques by applying them on incremental data coming from online news streams in different time frames.","incremental visualization, event based data, lens distortion.",2432,2432-2439,Milos,Krstajic,University of Konstanz,Enrico,Bertini,University of Konstanz,Daniel,Keim,University of Konstanz,,,,,,,,,,,,,,,,,,
156,"Evaluation of Traditional, Orthogonal, and Radial Tree Diagrams by an Eye Tracking Study","Node-link diagrams are an effective and popular visualization approach for depicting hierarchical structures and for showing parent-child relationships. In this paper, we present the results of an eye tracking experiment investigating traditional, orthogonal, and radial node-link tree layouts as a piece of empirical basis for choosing between those layouts. Eye tracking was used to identify visual exploration behaviors of participants that were asked to solve a typical hierarchy exploration task by inspecting a static tree diagram: finding the least common ancestor of a given set of marked leaf nodes. To uncover exploration strategies, we examined fixation points, duration, and saccades of participants' gaze trajectories. For the non-radial diagrams, we additionally investigated the effect of diagram orientation by switching the position of the root node to each of the four main orientations. We also recorded and analyzed correctness of answers as well as completion times in addition to the eye movement data. We found out that traditional and orthogonal tree layouts significantly outperform radial tree layouts for the given task. Furthermore, by applying trajectory analysis techniques we uncovered that participants cross-checked their task solution more often in the radial than in the non-radial layouts. Our circular layout algorithm reduces both total edge-crossings and edge length and also considers hierarchical structure constraints and edge weight in a TreeNet graph. These experiments illustrate that the algorithm can reduce visual cluttering in TreeNet graphs. Our case study also shows that TreeNetViz has the potential to support the analysis of a compound graph by revealing multiscale and cross-scale network patterns.","Hierarchy visualization, node-link layout, eye tracking, user study.",2440,2440-2448,Michael,Burch,"VISUS, University of Stuttgart",Natalia,Konevtsova,"VISUS, University of Stuttgart",Julian,Heinrich,"VISUS, University of Stuttgart",Markus,Hoeferlin,"VISUS, University of Stuttgart",Daniel,Weiskopf,"VISUS, University of Stuttgart",,,,,,,,,,,,
239,TreeNetViz: Revealing Patterns of Networks over Tree Structures,"Network data often contain important attributes from various dimensions such as social affiliations and areas of expertise in a social network. If such attributes exhibit a tree structure, visualizing a compound graph consisting of tree and network structures becomes complicated. How to visually reveal patterns of a network over a tree has not been fully studied. In this paper, we propose a compound graph model, TreeNet, to support visualization and analysis of a network at multiple levels of aggregation over a tree. We also present a visualization design, TreeNetViz, to offer the multiscale and cross-scale exploration and interaction of a TreeNet graph. TreeNetViz uses a Radial, Space-Filling (RSF) visualization to represent the tree structure, a circle layout with novel optimization to show aggregated networks derived from TreeNet, and an edge bundling technique to reduce visual complexity.","Compound graph, network and tree, TreeNetViz, visualization, multiscale and cross-scale.",2449,2449-2458,Liang,Gou,The Pennsylvania State University,Xiaolong (Luke),Zhang,The Pennsylvania State University,,,,,,,,,,,,,,,,,,,,,
265,Improved Similarity Trees and their Application to Visual Data Classification,"An alternative form to multidimensional projections for the visual analysis of data represented in multidimensional spaces is the deployment of similarity trees, such as Neighbor Joining trees. They organize data objects on the visual plane emphasizing their levels of similarity with high capability of detecting and separating groups and subgroups of objects. Besides this similarity-based hierarchical data organization, some of their advantages include the ability to decrease point clutter; high precision; and a consistent view of the data set during focusing, offering a very intuitive way to view the general structure of the data set as well as to drill down to groups and subgroups of interest. Disadvantages of similarity trees based on neighbor joining strategies include their computational cost and the presence of virtual nodes that utilize too much of the visual space. This paper presents a highly improved version of the similarity tree technique. The improvements in the technique are given by two procedures. The first is a strategy that replaces virtual nodes by promoting real leaf nodes to their place, saving large portions of space in the display and maintaining the expressiveness and precision of the technique. The second improvement is an implementation that significantly accelerates the algorithm, impacting its use for larger data sets. We also illustrate the applicability of the technique in visual data mining, showing its advantages to support visual classification of data sets, with special attention to the case of image classification. We demonstrate the capabilities of the tree for analysis and iterative manipulation and employ those capabilities to support evolving to a satisfactory data organization and classification.","Similarity Trees, Multidimensional Projections, Image Classification.",2459,2459-2468,José Gustavo,Paiva,"ICMC, University of São Paulo, Brazil",Laura,Florian,"ICMC, University of São Paulo, Brazil",Hélio,Pedrini,"University of Campinas, Brazil",Guilherme,Telles,"University of Campinas, Brazil",Rosane,Minghim,"ICMC, University of São Paulo, Brazil",,,,,,,,,,,,
222,A Study on Dual-Scale Data Charts,"We present the results of a user study that compares different ways of representing Dual-Scale data charts. Dual-Scale charts incorporate two different data resolutions into one chart in order to emphasize data in regions of interest or to enable the comparison of data from distant regions. While some design guidelines exist for these types of charts, there is currently little empirical evidence on which to base their design. We fill this gap by discussing the design space of Dual-Scale cartesian-coordinate charts and by experimentally comparing the performance of different chart types with respect to elementary graphical perception tasks such as comparing lengths and distances. Our study suggests that cut-out charts which include collocated full context and focus are the best alternative, and that superimposed charts in which focus and context overlap on top of each other should be avoided.","Focus+Context, Quantitative Experiment, Dual-Scale Charts.",2469,2469-2478,Petra,Isenberg,INRIA,Anastasia,Bezerianos,École Centrale,Pierre,Dragicevic,INRIA,Jean-Daniel,Fekete,INRIA,,,,,,,,,,,,,,,
244,Evaluation of Artery Visualizations for Heart Disease Diagnosis,"Heart disease is the number one killer in the United States, and finding indicators of the disease at an early stage is critical for treatment and prevention. In this paper we evaluate visualization techniques that enable the diagnosis of coronary artery disease. A key physical quantity of medical interest is endothelial shear stress (ESS). Low ESS has been associated with sites of lesion formation and rapid progression of disease in the coronary arteries. Having effective visualizations of a patient's ESS data is vital for the quick and thorough non-invasive evaluation by a cardiologist. We present a task taxonomy for hemodynamics based on a formative user study with domain experts. Based on the results of this study we developed HemoVis, an interactive visualization application for heart disease diagnosis that uses a novel 2D tree diagram representation of coronary artery trees. We present the results of a formal quantitative user study with domain experts that evaluates the effect of 2D versus 3D artery representations and of color maps on identifying regions of low ESS. We show statistically significant results demonstrating that our 2D visualizations are more accurate and efficient than 3D representations, and that a perceptually appropriate color map leads to fewer diagnostic mistakes than a rainbow color map.","Quantitative evaluation, qualitative evaluation, biomedical and medical visualization.",2479,2479-2488,Michelle,Borkin,Harvard University,Krzysztof,Gajos,Harvard University,Amanda,Peters,Harvard University,Dimitrios,Mitsouras,Brigham and Women's Hospital & Harvard Medical \ School,Simone,Melchionna,"IPCF-CNR, Consiglio Nazionale delle Ricerche",Frank,Rybicki,Brigham and Women's Hospital & Harvard Medical \ School,Charles,Feldman,Brigham and Women's Hospital & Harvard Medical \ School,Hanspeter,Pfister,Harvard University ,,,
330,Exploring Ambient and Artistic Visualization for Residential Energy Use Feedback,"Providing effective feedback on resource consumption in the home is a key challenge of environmental conservation efforts. One promising approach for providing feedback about residential energy consumption is the use of ambient and artistic visualizations. Pervasive computing technologies enable the integration of such feedback into the home in the form of distributed point-of-consumption feedback devices to support decision-making in everyday activities. However, introducing these devices into the home requires sensitivity to the domestic context. In this paper we describe three abstract visualizations and suggest four design requirements that this type of device must meet to be effective: pragmatic, aesthetic, ambient, and ecological. We report on the findings from a mixed methods user study that explores the viability of using ambient and artistic feedback in the home based on these requirements. Our findings suggest that this approach is a viable way to provide resource use feedback and that both the aesthetics of the representation and the context of use are important elements that must be considered in this design space.","Ambient visualization, informative art, casual infovis, sustainability, distributed visualization.",2489,2489-2497,Johnny,Rodgers,School of Interactive Arts + Technology \ Simon Fraser University,Lyn,Bartram,School of Interactive Arts + Technology \ Simon Fraser University,,,,,,,,,,,,,,,,,,,,,
365,Human-Centered Approaches in Geovisualization Design: Investigating Multiple Methods Through a Long-Term Case Study,"Working with three domain specialists we investigate human-centered approaches to geovisualization following an ISO13407 taxonomy covering context of use, requirements and early stages of design. Our case study, undertaken over three years, draws attention to repeating trends: that generic approaches fail to elicit adequate requirements for geovis application design; that the use of real data is key to understanding needs and possibilities; that trust and knowledge must be built and developed with collaborators. These processes take time but modified human-centred approaches can be effective. A scenario developed through contextual inquiry but supplemented with domain data and graphics is useful to geovis designers. Wireframe, paper and digital prototypes enable successful communication between specialist and geovis domains when incorporating real and interesting data, prompting exploratory behaviour and eliciting previously unconsidered requirements. Paper prototypes are particularly successful at eliciting suggestions, especially for novel visualization. Enabling specialists to explore their data freely with a digital prototype is as effective as using a structured task protocol and is easier to administer. Autoethnography has potential for framing the design process. We conclude that a common understanding of context of use, domain data and visualization possibilities are essential to successful geovis design and develop as this progresses. HC approaches can make a significant contribution here. However, modified approaches, applied with flexibility, are most promising. We advise early, collaborative engagement with data – through simple, transient visual artefacts supported by data sketches and existing designs – before moving to successively more sophisticated data wireframes and data prototypes.","Evaluation, geovisualization, context of use, requirements, field study, prototypes, sketching, design.",2498,2498-2507,David,Lloyd,"giCentre, City University London",Jason,Dykes,"giCentre, City University London",,,,,,,,,,,,,,,,,,,,,
375,Visual Thinking In Action: Visualizations As Used On Whiteboards,"While it is still most common for information visualization researchers to develop new visualizations from a data- or taskdriven perspective, there is growing interest in understanding the types of visualizations people create by themselves for personal use. As part of this recent direction, we have studied a large collection of whiteboards in a research institution, where people make active use of combinations of words, diagrams and various types of visuals to help them further their thought processes. Our goal is to arrive at a better understanding of the nature of visuals that are created spontaneously during brainstorming, thinking, communicating, and general problem solving on whiteboards. We use the qualitative approaches of open coding, interviewing, and affinity diagramming to explore the use of recognizable and novel visuals, and the interplay between visualization and diagrammatic elements with words, numbers and labels. We discuss the potential implications of our findings on information visualization design.","Visualization, diagrams, whiteboards, observational study.",2508,2508-2517,Jagoda,Walny,University of Calgary,Sheelagh,Carpendale,University of Calgary \ Microsoft Research,Nathalie,Henry Riche,Microsoft Research,Gina,Venolia,Microsoft Research,Philip,Fawcett,Microsoft Research,,,,,,,,,,,,
103,Composite Density Maps for Multivariate Trajectories,"We consider moving objects as multivariate time-series. By visually analyzing the attributes, patterns may appear that explain why certain movements have occurred. Density maps as proposed by Scheepens et al. [25] are a way to reveal these patterns by means of aggregations of filtered subsets of trajectories. Since filtering is often not sufficient for analysts to express their domain knowledge, we propose to use expressions instead. We present a flexible architecture for density maps to enable custom, versatile exploration using multiple density fields. The flexibility comes from a script, depicted in this paper as a block diagram, which defines an advanced computation of a density field. We define six different types of blocks to create, compose, and enhance trajectories or density fields. Blocks are customized by means of expressions that allow the analyst to model domain knowledge. The versatility of our architecture is demonstrated with several maritime use cases developed with domain experts. Our approach is expected to be useful for the analysis of objects in other domains.","Trajectories, Kernel Density Estimation, Multivariate Data, Geographical Information Systems, and Raster Maps.",2518,2518-2527,Roeland,Scheepens,TU Eindhoven,Niels,Willems,TU Eindhoven,Huub,van de Wetering,TU Eindhoven,Gennady,Andrienko,Fraunhofer Institute IAIS,Natalia,Andrienko,Fraunhofer Institute IAIS,Jarke J.,van Wijk,TU Eindhoven,,,,,,,,,
131,Focus+Context Metro Maps,"We introduce a focus+context method to visualize a complicated metro map of a modern city on a small displaying area. The context of our work is with regard the popularity of mobile devices. The best route to the destination, which can be obtained from the arrival time of trains, is highlighted. The stations on the route enjoy larger spaces, whereas the other stations are rendered smaller and closer to fit the whole map into a screen. To simplify the navigation and route planning for visitors, we formulate various map characteristics such as octilinear transportation lines and regular station distances into energy terms. We then solve for the optimal layout in a least squares sense. In addition, we label the names of stations that are on the route of a passenger according to human preferences, occlusions, and consistencies of label positions using the graph cuts method. Our system achieves real-time performance by being able to report instant information because of the carefully designed energy terms. We apply our method to layout a number of metro maps and show the results and timing statistics to demonstrate the feasibility of our technique.","Focus+context visualization, metro map, octilinear layout, graph labeling, optimization.",2528,2528-2535,Yu-Shuen,Wang,National Chiao Tung University,Ming-Te,Chi,National Chengchi University,,,,,,,,,,,,,,,,,,,,,
178,Flow Map Layout via Spiral Trees,"Flow maps are thematic maps that visualize the movement of objects, such as people or goods, between geographic regions. One or more sources are connected to several targets by lines whose thickness corresponds to the amount of flow between a source and a target. Good flow maps reduce visual clutter by merging (bundling) lines smoothly and by avoiding self-intersections. Most flow maps are still drawn by hand and only few automated methods exist. Some of the known algorithms do not support edgebundling and those that do, cannot guarantee crossing-free flows. We present a new algorithmic method that uses edge-bundling and computes crossing-free flows of high visual quality. Our method is based on so-called spiral trees, a novel type of Steiner tree which uses logarithmic spirals. Spiral trees naturally induce a clustering on the targets and smoothly bundle lines. Our flows can also avoid obstacles, such as map features, region outlines, or even the targets. We demonstrate our approach with extensive experiments.","Flow maps, Automated Cartography, Spiral Trees.",2536,2536-2544,Kevin,Buchin,TU Eindhoven,Bettina,Speckmann,TU Eindhoven,Kevin,Verbeek,TU Eindhoven,,,,,,,,,,,,,,,,,,
313,Exploring Uncertainty in Geodemographics with Interactive Graphics,"Geodemographic classifiers characterise populations by categorising geographical areas according to the demographic and lifestyle characteristics of those who live within them. The dimension-reducing quality of such classifiers provides a simple and effective means of characterising population through a manageable set of categories, but inevitably hides heterogeneity, which varies within and between the demographic categories and geographical areas, sometimes systematically. This may have implications for their use, which is widespread in government and commerce for planning, marketing and related activities. We use novel interactive graphics to delve into OAC – a free and open geodemographic classifier that classifies the UK population in over 200,000 small geographical areas into 7 super-groups, 21 groups and 52 sub-groups. Our graphics provide access to the original 41 demographic variables used in the classification and the uncertainty associated with the classification of each geographical area on-demand. It also supports comparison geographically and by category. This serves the dual purpose of helping understand the classifier itself leading to its more informed use and providing a more comprehensive view of population in a comprehensible manner. We assess the impact of these interactive graphics on experienced OAC users who explored the details of the classification, its uncertainty and the nature of between – and within – class variation and then reflect on their experiences. Visualization of the complexities and subtleties of the classification proved to be a thought-provoking exercise both confirming and challenging users‚Äô understanding of population, the OAC classifier and the way it is used in their organisations. Users identified three contexts for which the techniques were deemed useful in the context of local government, confirming the validity of the proposed methods.","Geodemographics, OAC, classification, cartography, uncertainty.",2545,2545-2554,Aidan,Slingsby,"giCentre, City University London",Jason,Dykes,"giCentre, City University London",Jo,Wood,"giCentre, City University London",,,,,,,,,,,,,,,,,,
328,Drawing Road Networks with Focus Regions,"Mobile users of maps typically need detailed information about their surroundings plus some context information about remote places. In order to avoid that the map partly gets too dense, cartographers have designed mapping functions that enlarge a user-defined focus region – such functions are sometimes called fish-eye projections. The extra map space occupied by the enlarged focus region is compensated by distorting other parts of the map. We argue that, in a map showing a network of roads relevant to the user, distortion should preferably take place in those areas where the network is sparse. Therefore, we do not apply a predefined mapping function. Instead, we consider the road network as a graph whose edges are the road segments. We compute a new spatial mapping with a graph-based optimization approach, minimizing the square sum of distortions at edges. Our optimization method is based on a convex quadratic program (CQP); CQPs can be solved in polynomial time. Important requirements on the output map are expressed as linear inequalities. In particular, we show how to forbid edge crossings. We have implemented our method in a prototype tool. For instances of different sizes, our method generated output maps that were far less distorted than those generated with a predefined fish-eye projection. Future work is needed to automate the selection of roads relevant to the user. Furthermore, we aim at fast heuristics for application in real-time systems.","cartography, schematic maps, fish-eye view, graph drawing, optimization, quadratic programming.",2555,2555-2562,Jan-Henrik,Haunert,University of Würzburg,Leon,Sering,University of Würzburg,,,,,,,,,,,,,,,,,,,,,
276,Local Affine Multidimensional Projection,"Multidimensional projection techniques have experienced many improvements lately, mainly regarding computational times and accuracy. However, existing methods do not yet provide flexible enough mechanisms for visualization-oriented fully interactive applications. This work presents a new multidimensional projection technique designed to be more flexible and versatile than other methods. This novel approach, called Local Affine Multidimensional Projection (LAMP), relies on orthogonal mapping theory to build accurate local transformations that can be dynamically modified according to user knowledge. The accuracy, flexibility and computational efficiency of LAMP is confirmed by a comprehensive set of comparisons. LAMP's versatility is exploited in an application which seeks to correlate data that, in principle, has no connection as well as in visual exploration of textual documents.","Multidimensional Projection, High Dimensional Data, Visual Data Mining.",2563,2563-2571,Paulo,Joia,Universidade de São Paulo (USP),Danilo,Coimbra,Universidade de São Paulo (USP),José A.,Cuminato,Universidade de São Paulo (USP),Fernando V.,Paulovich,Universidade de São Paulo (USP),Luis G.,Nonato,Universidade de São Paulo (USP),,,,,,,,,,,,
185,"Angular Histograms: Frequency-Based Visualizations for Large, High Dimensional Data","Parallel coordinates is a popular and well-known multivariate data visualization technique. However, one of their inherent limitations has to do with the rendering of very large data sets. This often causes an overplotting problem and the goal of the visual information seeking mantra is hampered because of a cluttered overview and non-interactive update rates. In this paper, we propose two novel solutions, namely, angular histograms and attribute curves. These techniques are frequency-based approaches to large, high-dimensional data visualization. They are able to convey both the density of underlying polylines and their slopes. Angular histogram and attribute curves offer an intuitive way for the user to explore the clustering, linear correlations and outliers in large data sets without the over-plotting and clutter problems associated with traditional parallel coordinates. We demonstrate the results on a wide variety of data sets including real-world, high-dimensional biological data. Finally, we compare our methods with the other popular frequency-based algorithms.","Parallel Coordinates, Angular Histogram, Attribute Curves.",2572,2572-2580,Zhao,Geng,"Swansea University, UK",ZhenMin,Peng,"Swansea University, UK",Robert,S.Laramee,"Swansea University, UK",Jonathan,C. Roberts,"Bangore University, UK",Rick,Walker,"Bangor University, UK",,,,,,,,,,,,
257,DICON : Interactive Visual Analysis of Multidimensional Clusters,"Clustering as a fundamental data analysis technique has been widely used in many analytic applications. However, it is often difficult for users to understand and evaluate multidimensional clustering results, especially the quality of clusters and their semantics. For large and complex data, high-level statistical information about the clusters is often needed for users to evaluate cluster quality while a detailed display of multidimensional attributes of the data is necessary to understand the meaning of clusters. In this paper, we introduce DICON, an icon-based cluster visualization that embeds statistical information into a multi-attribute display to facilitate cluster interpretation, evaluation, and comparison. We design a treemap-like icon to represent a multidimensional cluster, and the quality of the cluster can be conveniently evaluated with the embedded statistical information. We further develop a novel layout algorithm which can generate similar icons for similar clusters, making comparisons of clusters easier. User interaction and clutter reduction are integrated into the system to help users more effectively analyze and refine clustering results for large datasets. We demonstrate the power of DICON through a user study and a case study in the healthcare domain. Our evaluation shows the benefits of the technique, especially in support of complex multidimensional cluster analysis.","Visual Analysis, Clustering, Information Visualization.",2581,2581-2590,Nan,Cao,Hong Kong University of Science and Technology,David,Gotz,IBM T.J. Watson Research Center,Jimeng,Sun,IBM T.J. Watson Research Center,Huamin,Qu,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,
278,Brushing Dimensions ‚Äì A Dual Visual Analysis Model for High-dimensional Data,"In many application fields, data analysts have to deal with datasets that contain many expressions per item. The effective analysis of such multivariate datasets is dependent on the user's ability to understand both the intrinsic dimensionality of the dataset as well as the distribution of the dependent values with respect to the dimensions. In this paper, we propose a visualization model that enables the joint interactive visual analysis of multivariate datasets with respect to their dimensions as well as with respect to the actual data values. We describe a dual setting of visualization and interaction in items space and in dimensions space. The visualization of items is linked to the visualization of dimensions with brushing and focus+context visualization. With this approach, the user is able to jointly study the structure of the dimensions space as well as the distribution of data items with respect to the dimensions. Even though the proposed visualization model is general, we demonstrate its application in the context of a DNA microarray data analysis.","Interactive visual analysis, High-dimensional data analysis.",2591,2591-2599,Cagatay,Turkay,University of Bergen,Peter,Filzmoser,Vienna University of Technology,Helwig,Hauser,University of Bergen,,,,,,,,,,,,,,,,,,
281,MoleView: An Attribute and Structure-based Semantic Lens for Large Element-based Plots,"We present MoleView, a novel technique for interactive exploration of multivariate relational data. Given a spatial embedding of the data, in terms of a scatter plot or graph layout, we propose a semantic lens which selects a specific spatial and attribute-related data range. The lens keeps the selected data in focus unchanged and continuously deforms the data out of the selection range in order to maintain the context around the focus. Specific deformations include distance-based repulsion of scatter plot points, deforming straight-line node-link graph drawings, and as varying the simplification degree of bundled edge graph layouts. Using a brushing-based technique, we further show the applicability of our semantic lens for scenarios requiring a complex selection of the zones of interest. Our technique is simple to implement and provides real-time performance on large datasets. We demonstrate our technique with actual data from air and road traffic control, medical imaging, and software comprehension applications.","Semantic lenses, magic lenses, graph bundling, attribute filtering.",2600,2600-2609,christophe,HURTER,"DSNA, IRIT, Toulouse France",alexandru,TELEA,University of Groningen,Ozan,ERSOY,University of Groningen,,,,,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
